title,developer,publisher,genres,category,overallAvgRating,reviewCount,finalAmount,baseAmount,discountPercentage,isDiscounted,isFree,globalReleaseDate,isGame,main_genre,release_year
Sir Whoopass & Switchball HD Bundle,Atomic Elbow,Atomic Elbow,"['Action', 'Adventure']",Action,3.7,1,10.54,17.53,40,True,False,1660770000.0,True,Action,2022.0
Citadelum Original Soundtrack,Abylight Barcelona,Abylight Studios,"['Simulation', 'Strategy', 'Historical']",Simulation,5.0,1,5.89,5.89,0,False,False,1729112400.0,True,Simulation,2024.0
Kao the Kangaroo - Bend the Rooles,Tate Multimedia,Tate Multimedia,"['Action', 'Adventure', 'Platformer']",Action,3.5,1,3.59,7.99,55,True,False,1683147600.0,True,Action,2023.0
Stronghold: Warlords - Special Edition,FireFly Studios,FireFly Studios,"['Strategy', 'Real-time', 'Historical']",Strategy,4.4,3,10.0,39.99,75,True,False,1615240800.0,True,Strategy,2021.0
GOAL! The Club Manager,2tainment,Toplitz Productions,"['Sports', 'Simulation', 'Managerial']",Sports,2.6,1,15.0,29.99,50,True,False,1667340000.0,True,Sports,2022.0
Ad Infinitum,Hekate,Nacon,"['Action', 'Survival', 'Horror']",Action,4.2,2,5.29,34.99,85,True,False,1694638800.0,True,Action,2023.0
Attentat 1942,Charles Games,Charles Games,"['Adventure', 'Visual Novel', 'Historical']",Adventure,2.9,11,1.19,8.99,87,True,False,1509400800.0,True,Adventure,2017.0
Warhammer Underworlds – Shadespire Edition,Steel Sky Productions,Steel Sky Productions,"['Strategy', 'Turn-based', 'Tactical']",Strategy,3.4,6,2.89,28.99,90,True,False,1587416400.0,True,Strategy,2020.0
The Darkest Tales,Trinity Team,101XP,"['Action', 'Adventure', 'Platformer']",Action,3.7,4,19.79,19.79,0,False,False,1665608400.0,True,Action,2022.0
DREDGE - The Pale Reach,Black Salt Games,Team17 Digital LTD.,"['Adventure', 'Role-playing', '']",Adventure,4.0,1,4.5,5.99,25,True,False,1700085600.0,True,Adventure,2023.0
Airship: Kingdoms Adrift,Revolution Industry,indie.io,"['Action', 'Adventure', 'Tactical']",Action,4.0,9,14.89,26.99,45,True,False,1695243600.0,True,Action,2023.0
West of Loathing,Asymmetric,Asymmetric,"['Adventure', 'Role-playing', 'Comedy']",Adventure,4.3,55,4.43,10.99,60,True,False,1502312400.0,True,Adventure,2017.0
Firezone,Arcadia,Throwback Entertainment,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,3.0,1,2.89,5.69,49,True,False,536450400.0,True,Strategy,1986.0
Firegirl: Hack 'n Splash Rescue DX,Dejima,Thunderful Publishing,"['Action', 'Adventure', 'Platformer']",Action,2.7,8,1.85,17.99,90,True,False,1639432800.0,True,Action,2021.0
Baldr Sky,GIGA,Sekai Project,"['Role-playing', 'Visual Novel', 'Sci-fi']",Role-playing,4.1,8,16.79,41.99,60,True,False,1576792800.0,True,Role-playing,2019.0
Universe 2,"Omnitrend Software, Inc.",Throwback Entertainment,"['Adventure', 'Role-playing', 'Sci-fi']",Adventure,4.8,3,4.29,6.59,35,True,False,504914400.0,True,Adventure,1985.0
The Surge 2 - Premium Edition,Deck13,Focus Entertainment,"['Action', 'Role-playing', 'Sci-fi']",Action,4.0,8,5.99,39.99,85,True,False,1579125600.0,True,Action,2020.0
Flat Eye,Monkey Moon,Raw Fury,"['Simulation', 'Strategy', 'Managerial']",Simulation,3.2,1,7.59,18.99,60,True,False,1668376800.0,True,Simulation,2022.0
Peglin,Red Nexus Games Inc.,"Red Nexus Games Inc., IndieArk","['Strategy', 'Roguelike']",Strategy,4.5,60,11.59,16.49,30,True,False,1724706000.0,True,Strategy,2024.0
Hell Pie,Sluggerfly,Headup,"['Action', 'Adventure', 'Comedy']",Action,4.2,79,5.0,24.99,80,True,False,1658350800.0,True,Action,2022.0
Kung Fu Grand King,Aburasobabiyori,Kagura Games,"['Adventure', 'Role-playing', 'Fantasy']",Adventure,2.8,6,5.39,10.79,50,True,False,1649451600.0,True,Adventure,2022.0
Star Trek™: Starfleet Command III,"Taldren, Inc.",Activision,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,3.4,103,7.49,9.99,25,True,False,1036620000.0,True,Strategy,2002.0
Milky Way Prince - The Vampire Star,"Eyeguys, Lorenzo Redaelli",Santa Ragione,"['Adventure', 'Visual Novel', 'Narrative']",Adventure,2.6,3,2.99,14.99,80,True,False,1597266000.0,True,Adventure,2020.0
STASIS: BONE TOTEM Soundtrack,The Brotherhood,The Brotherhood,"['Adventure', 'Point-and-click', 'Sci-fi']",Adventure,3.0,1,1.59,3.99,60,True,False,1685480400.0,True,Adventure,2023.0
Baldur's Gate 3 - Digital Deluxe Edition upgrade,Larian Studios,Larian Studios,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,3.9,81,7.79,9.75,20,True,False,1691010000.0,True,Role-playing,2023.0
Motor Mash,Ocean Software,Piko Interactive,"['Racing', 'Action']",Racing,2.7,2,3.79,10.79,65,True,False,878335200.0,True,Racing,1997.0
Sally Face,Steve Gabry,Portable Moose,"['Adventure', 'Point-and-click', 'Horror']",Adventure,4.1,23,12.99,12.99,0,False,False,1481666400.0,True,Adventure,2016.0
BATTLETECH - Digital Deluxe Content,Harebrained Schemes,Paradox Interactive,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,3.9,18,3.29,12.99,75,True,False,1524517200.0,True,Strategy,2018.0
Prey,Arkane Studios,Bethesda Softworks LLC,"['Action', 'FPP', 'Sci-fi']",Action,4.6,386,5.99,29.99,80,True,False,1493845200.0,True,Action,2017.0
There Is No Game : Wrong Dimension Soundtrack,Draw Me A Pixel,Draw Me A Pixel,"['Adventure', 'Point-and-click', 'Puzzle']",Adventure,3.7,1,4.99,4.99,0,False,False,1596661200.0,True,Adventure,2020.0
Technocide,Dextrous Games,Dextrous Games,"['Shooter', 'Action', 'Roguelike']",Shooter,3.0,1,5.89,11.79,50,True,False,1708898400.0,True,Shooter,2024.0
STAR WARS™: Bounty Hunter™,Aspyr,Aspyr,"['Action', 'Adventure', 'Sci-fi']",Action,4.0,109,9.79,19.5,50,True,False,1722459600.0,True,Action,2024.0
Destroy All Humans! Clone Carnage,THQ Nordic GmbH,THQ Nordic GmbH,"['Action', 'Adventure', 'Sci-fi']",Action,3.1,5,0.0,0.0,0,False,True,1653944400.0,True,Action,2022.0
Black Future '88,SUPERSCARYSNAKES,Good Shepherd Entertainment	,"['Action', 'Adventure', 'Sci-fi']",Action,3.7,13,1.99,19.99,90,True,False,1574287200.0,True,Action,2019.0
Sandwalkers,Goblinz Studio,Goblinz Publishing,"['Adventure', 'Turn-based', 'Roguelike']",Adventure,3.7,8,12.99,19.99,35,True,False,1744059600.0,True,Adventure,2025.0
Seasons after Fall,Swing Swing Submarine,Focus Entertainment,"['Adventure', 'Puzzle', 'Platformer']",Adventure,3.7,28,1.49,9.99,85,True,False,1472763600.0,True,Adventure,2016.0
Hello Cruel World,Akupara Games,Akupara Games,"['Adventure', 'Puzzle', '']",Adventure,2.9,1,15.59,19.5,20,True,False,1722459600.0,True,Adventure,2024.0
JARS,Mousetrap Games,Daedalic Entertainment,"['Strategy', 'Puzzle', 'Platformer']",Strategy,3.4,6,1.19,11.99,90,True,False,1634677200.0,True,Strategy,2021.0
The Silver Case Demo,Grasshopper Manufacture Inc.,PLAYISM,"['Adventure', 'FPP', 'Detective-mystery']",Adventure,2.3,7,0.0,0.0,0,False,True,1475787600.0,True,Adventure,2016.0
Owlboy,D-Pad Studio,D-Pad Studio,"['Action', 'Adventure', 'Platformer']",Action,4.2,70,6.89,19.5,65,True,False,1477951200.0,True,Action,2016.0
American Hero Unrated,Empty Clip Studios,Ziggurat Interactive,"['Action', 'Adventure']",Action,2.8,3,6.89,12.49,45,True,False,1688418000.0,True,Action,2023.0
Boulder Dash Deluxe,BBG Entertainment GmbH,BBG Entertainment GmbH,"['Strategy', 'Arcade', 'Puzzle']",Strategy,4.3,3,14.99,14.99,0,False,False,1631048400.0,True,Strategy,2021.0
Mutropolis,Pirita Studio,Application Systems Heidelberg,"['Adventure', 'Point-and-click', 'Detective-mystery']",Adventure,4.3,7,12.99,19.99,35,True,False,1613599200.0,True,Adventure,2021.0
orbit.industries,LAB132,Klabater,"['Simulation', 'Economic', 'Sci-fi']",Simulation,3.2,7,4.99,19.99,75,True,False,1650488400.0,True,Simulation,2022.0
Steelrising - Discus Chain,Spiders,Nacon,"['Action', 'Role-playing', 'Fantasy']",Action,3.4,1,2.09,2.99,30,True,False,1662584400.0,True,Action,2022.0
Halcyon 6: Lightspeed Edition,"Massive Damage, Inc.","Massive Damage, Inc.","['Role-playing', 'Strategy', 'Sci-fi']",Role-playing,4.0,22,14.99,14.99,0,False,False,1502312400.0,True,Role-playing,2017.0
Stellaris: BioGenesis,Paradox Development Studio,Paradox Interactive,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,1.7,3,24.99,24.99,0,False,False,1746392400.0,True,Strategy,2025.0
orbit.industries demo,LAB132,Klabater,"['Simulation', 'Economic', 'Sci-fi']",Simulation,2.6,4,0.0,0.0,0,False,True,1650488400.0,True,Simulation,2022.0
The Crackpet Show: Happy Tree Friends Edition,Vixa Games,"Ravenage Games, Ripples Asia Venture","['Action', 'Combat', '']",Action,3.4,2,2.39,2.99,20,True,False,1695762000.0,True,Action,2023.0
House Builder,FreeMind S.A.,FreeMind S.A.,"['Adventure', 'Simulation', 'Puzzle']",Adventure,3.2,2,9.79,19.5,50,True,False,1636581600.0,True,Adventure,2021.0
Project Highrise: Architect's Edition,SomaSim,Kasedo Games,"['Simulation', 'Building', 'Managerial']",Simulation,3.0,4,10.19,29.99,66,True,False,1542060000.0,True,Simulation,2018.0
Vampires Dawn 3 - The Crimson Realm,"Dawnatic Games, Alexander Koch",Dawnatic Games,"['Role-playing', 'Adventure', 'JRPG']",Role-playing,4.0,8,1.99,9.99,80,True,False,1621371600.0,True,Role-playing,2021.0
The Elder Scrolls V: Skyrim Anniversary Upgrade,Bethesda Game Studios,Bethesda Softworks LLC,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,3.7,11,9.99,19.99,50,True,False,1636581600.0,True,Role-playing,2021.0
The Smurfs - Mission Vileaf,OSome Studio,Microids,"['Action', 'Adventure', '']",Action,3.8,26,4.99,19.99,75,True,False,1635195600.0,True,Action,2021.0
Pathway,Robotality,Chucklefish,"['Adventure', 'Strategy', 'Historical']",Adventure,3.8,50,4.19,13.99,70,True,False,1554930000.0,True,Adventure,2019.0
Sephonie,Melos Han-Tani,Analgesic Productions,"['Adventure', 'Puzzle', 'Platformer']",Adventure,2.8,3,7.79,19.5,60,True,False,1649710800.0,True,Adventure,2022.0
Bleak Sword DX,more8bit,Devolver Digital,"['Action', 'Adventure', 'Roguelike']",Action,3.9,6,4.89,9.75,50,True,False,1686171600.0,True,Action,2023.0
The Coma: Recut,Devespresso Games,Headup,"['Adventure', 'Action', 'Horror']",Adventure,3.4,37,1.39,13.69,90,True,False,1506027600.0,True,Adventure,2017.0
Blades of Time,Gaijin Entertainment,Gaijin Entertainment,"['Action', 'Role-playing', 'Fantasy']",Action,3.5,66,1.99,9.99,80,True,False,1334955600.0,True,Action,2012.0
Fae Tactics,Endlessfluff Games,Humble Games,"['Role-playing', 'Turn-based', 'Fantasy']",Role-playing,4.0,5,5.99,19.99,70,True,False,1596142800.0,True,Role-playing,2020.0
Alder's Blood: Definitive Edition,Shockwork Games,No Gravity Games,"['Strategy', 'Turn-based', 'Fantasy']",Strategy,3.5,22,3.99,19.99,80,True,False,1586466000.0,True,Strategy,2020.0
EVERSPACE™ - Encounters,ROCKFISH Games,ROCKFISH Games,"['Action', 'Simulation', 'Sci-fi']",Action,3.7,21,1.49,9.99,85,True,False,1508792400.0,True,Action,2017.0
Guacamelee! 2 - Complete,DrinkBox Studios,"DrinkBox Studios, Kepler Interactive","['Action', 'Combat', 'Metroidvania']",Action,4.1,8,23.49,23.49,0,False,False,1534798800.0,True,Action,2018.0
Archeo: Shinar,Artists Entertainment,Artists Entertainment,"['Strategy', 'Simulation', 'Managerial']",Strategy,3.7,3,10.79,10.79,0,False,False,1547676000.0,True,Strategy,2019.0
Death Roads: Tournament,The Knights of Unity,The Knights of Unity,"['Racing', 'Strategy']",Racing,4.2,8,14.49,14.49,0,False,False,1679950800.0,True,Racing,2023.0
Mission Critical,Legend Entertainment,Ziggurat Interactive,"['Adventure', 'Puzzle', 'Sci-fi']",Adventure,4.5,24,1.49,5.69,74,True,False,815176800.0,True,Adventure,1995.0
Two Point Hospital: Close Encounters,Two Point Studios,SEGA,"['Simulation', 'Building', 'Managerial']",Simulation,5.0,1,4.5,8.99,50,True,False,1567026000.0,True,Simulation,2019.0
The Riftbreaker: Into The Dark,EXOR Studios,EXOR Studios,"['Strategy', 'Building', 'Survival']",Strategy,3.7,4,6.99,9.99,30,True,False,1685307600.0,True,Strategy,2023.0
Chains of Freedom,Nordcurrent,Nordcurrent Labs,"['Action', 'Strategy', 'Tactical']",Action,4.0,15,19.59,24.5,20,True,False,1744664400.0,True,Action,2025.0
Lost Ruins,Altari Games,DANGEN Entertainment,"['Action', 'Survival']",Action,3.7,117,7.79,19.5,60,True,False,1620853200.0,True,Action,2021.0
Songbringer,Wizard Fu Inc.,Wizard Fu Inc.,"['Action', 'Role-playing', 'Sci-fi']",Action,3.7,5,19.99,19.99,0,False,False,1504213200.0,True,Action,2017.0
Ozymandias: Bronze Age Empire Sim,The Secret Games Company,Goblinz Publishing,"['Simulation', 'Turn-based', 'Historical']",Simulation,3.9,28,7.49,14.99,50,True,False,1665435600.0,True,Simulation,2022.0
Inscryption Demo,Daniel Mullins Games,Devolver Digital,"['Adventure', 'Card Game', 'Horror']",Adventure,4.3,7,0.0,0.0,0,False,True,1634590800.0,True,Adventure,2021.0
Recompile,Phigames,Dear Villagers,"['Adventure', 'TPP', 'Metroidvania']",Adventure,3.8,8,19.99,19.99,0,False,False,1629320400.0,True,Adventure,2021.0
Before We Leave Deluxe Edition,Balancing Monkey Games,Team17 Digital LTD.,"['Simulation', 'Building', 'Managerial']",Simulation,2.8,1,5.89,23.38,75,True,False,1620853200.0,True,Simulation,2021.0
Original War,Altar Interactive,Bohemia Interactive ,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,4.7,38,9.99,9.99,0,False,False,992552400.0,True,Strategy,2001.0
Loretta,Yakov Butuzoff,DANGEN Entertainment,"['Adventure', 'Point-and-click', 'Mystery']",Adventure,4.3,3,8.89,14.79,40,True,False,1676498400.0,True,Adventure,2023.0
The Bureau: XCOM® Declassified™,2K Marin,2K Games,"['Shooter', 'Action', 'Tactical']",Shooter,3.6,71,3.99,19.99,80,True,False,1377205200.0,True,Shooter,2013.0
Disaster Report 4: Summer Memories,Granzella Inc.,"NIS America, Inc.","['Adventure', 'Action', 'Survival']",Adventure,3.0,21,15.0,59.99,75,True,False,1586206800.0,True,Adventure,2020.0
Immortal Mantis,Bitlife,Bitlife,"['Simulation', 'Puzzle', 'Horror']",Simulation,2.9,4,1.99,1.99,0,False,False,1650574800.0,True,Simulation,2022.0
Destroyer: The U-Boat Hunter,Iron Wolf Studio S.A.,Daedalic Entertainment,"['Action', 'Adventure', 'Tactical']",Action,3.9,8,11.99,29.99,60,True,False,1664312400.0,True,Action,2022.0
Calico,Peachy Keen Games,"Whitethorn Games, Maple Whispering Limited","['Role-playing', 'Simulation']",Role-playing,3.0,13,3.99,9.99,60,True,False,1607983200.0,True,Role-playing,2020.0
UnMetal,@unepic_fran,Versus Evil,"['Action', 'Adventure', 'Comedy']",Action,4.4,32,3.39,16.99,80,True,False,1632776400.0,True,Action,2021.0
Treasure Adventure World,Robit Studios,Robit Games,"['Adventure', 'Puzzle', 'Open World']",Adventure,3.9,12,9.99,9.99,0,False,False,1517954400.0,True,Adventure,2018.0
Phoning Home,ION LANDS,ION LANDS,"['Adventure', 'Action', 'Survival']",Adventure,3.4,35,0.0,0.0,0,False,True,1486418400.0,True,Adventure,2017.0
Interstellar Space: Genesis,Praxis Games,Praxis Games,"['Strategy', 'Turn-based', 'Sci-fi']",Strategy,4.1,61,9.29,27.99,67,True,False,1564002000.0,True,Strategy,2019.0
Punch Club 2: Fast Forward,Lazy Bear Games,tinyBuild,"['Role-playing', 'Simulation', 'Fighting']",Role-playing,3.7,16,7.79,19.5,60,True,False,1687208400.0,True,Role-playing,2023.0
Matsuro Palette,SleepingMuseum,KEMCO,"['Adventure', 'Point-and-click', 'Horror']",Adventure,4.8,3,6.49,9.99,35,True,False,1602709200.0,True,Adventure,2020.0
Vampire: The Masquerade - Coteries of New York Deluxe Edition,Draw Distance,Dear Villagers,"['Role-playing', 'Action', 'Horror']",Role-playing,2.8,11,24.99,24.99,0,False,False,1576015200.0,True,Role-playing,2019.0
Black Academy,Catdoors,MediBang Inc.,"['Shooter', 'Action', 'Roguelike']",Shooter,3.5,7,6.39,15.79,60,True,False,1685048400.0,True,Shooter,2023.0
Wilmot Works It Out,"Hollow Ponds, Richard Hogg",Finji,"['Adventure', 'Puzzle', 'Comedy']",Adventure,4.4,2,13.69,13.69,0,False,False,1729630800.0,True,Adventure,2024.0
ΔV: Rings of Saturn,Kodera Software,"Kodera Software, Kurki.games","['Action', 'Simulation', 'Sci-fi']",Action,4.4,28,4.79,8.19,42,True,False,1565557200.0,True,Action,2019.0
City of Gangsters: The Italian Outfit,SomaSim,Kasedo Games,"['Simulation', 'Strategy', 'Managerial']",Simulation,2.0,1,1.49,1.99,25,True,False,1655240400.0,True,Simulation,2022.0
WORLD OF HORROR,panstasz,Ysbryd Games,"['Role-playing', 'Adventure', 'Horror']",Role-playing,4.1,45,16.99,19.5,13,True,False,1697662800.0,True,Role-playing,2023.0
Lakeburg Legacies,Ishtar Games,Ishtar Games,"['Strategy', 'Simulation', 'Managerial']",Strategy,2.7,7,9.19,22.99,60,True,False,1689800400.0,True,Strategy,2023.0
XIII - Remake,PlayMagic,Microids,"['Shooter', 'FPP', 'Espionage']",Shooter,2.4,102,3.99,19.99,80,True,False,1604959200.0,True,Shooter,2020.0
Forgotten Mines,Cannibal Goose,Ishtar Games,"['Strategy', 'Turn-based', 'Tactical']",Strategy,4.3,1,5.99,7.99,25,True,False,1721682000.0,True,Strategy,2024.0
Vernal Edge,Hello Penguin Team LLC,PID Games,"['Action', 'Metroidvania', 'Platformer']",Action,3.3,6,16.99,16.99,0,False,False,1678744800.0,True,Action,2023.0
Little Nightmares II - Deluxe Edition,Tarsier Studios,BANDAI NAMCO Entertainment,"['Adventure', 'Action', 'Puzzle']",Adventure,4.3,4,13.26,39.99,67,True,False,1612994400.0,True,Adventure,2021.0
Alice VR,Carbon Studio,Klabater,"['Adventure', 'Puzzle', 'Narrative']",Adventure,2.5,20,0.79,9.99,92,True,False,1477515600.0,True,Adventure,2016.0
WrestleQuest,Mega Cat Studios,Skybound Games,"['Adventure', 'Role-playing', 'JRPG']",Adventure,4.2,5,11.99,29.99,60,True,False,1692565200.0,True,Adventure,2023.0
Kirakira Stars Idol Project Reika,Sushi_soft,"Sushi_soft, MediBang Inc.","['Role-playing', 'Visual Novel', 'Narrative']",Role-playing,4.0,2,3.79,10.79,65,True,False,1603922400.0,True,Role-playing,2020.0
Stellar Tactics,Maverick Games,Maverick Games,"['Role-playing', 'Turn-based', 'Sci-fi']",Role-playing,4.0,47,16.79,16.79,0,False,False,1474578000.0,True,Role-playing,2016.0
Brothers: A Tale of Two Sons,Starbreeze Studios AB,505 Games,"['Action', 'Adventure', 'Fantasy']",Action,4.4,85,14.99,14.99,0,False,False,1378155600.0,True,Action,2013.0
Starpoint Gemini Warlords - Titans Return,Little Green Men Games,Little Green Men Games,"['Role-playing', 'Simulation', 'Sci-fi']",Role-playing,3.6,1,6.99,6.99,0,False,False,1502312400.0,True,Role-playing,2017.0
NinNinDays 2 - unrated patch,"qureate, iMel Inc.","qureate, MediBang Inc.","['Adventure', 'Visual Novel', 'Narrative']",Adventure,3.7,1,0.0,0.0,0,False,True,1642629600.0,True,Adventure,2022.0
Cardaclysm: Shards of the Four,Elder Games,"Headup, WhisperGames","['Role-playing', 'Strategy']",Role-playing,3.4,27,1.49,14.99,90,True,False,1595970000.0,True,Role-playing,2020.0
The Evil Within,Tango Gameworks,Bethesda Softworks LLC,"['Action', 'Survival', 'Horror']",Action,4.1,108,4.99,19.99,75,True,False,1413147600.0,True,Action,2014.0
Neverwinter Nights: Infinite Dungeons,Beamdog,Beamdog,"['Role-playing', 'Adventure', 'Fantasy']",Role-playing,2.8,10,1.49,2.99,50,True,False,1522098000.0,True,Role-playing,2018.0
Neon Chrome,10tons,10tons,"['Shooter', 'Action', 'Sci-fi']",Shooter,4.3,20,14.99,14.99,0,False,False,1461618000.0,True,Shooter,2016.0
Later Daters,Bloom Digital Media,Bloom Digital Media,"['Adventure', 'Simulation', 'Virtual life']",Adventure,2.4,2,9.89,9.89,0,False,False,1586984400.0,True,Adventure,2020.0
Synergy,Leikir Studio,Goblinz Publishing,"['Simulation', 'Strategy', 'Sci-fi']",Simulation,4.4,16,16.29,24.99,35,True,False,1744750800.0,True,Simulation,2025.0
Akimbot,Evil Raptor,PLAION,"['Shooter', 'Action', 'Platformer']",Shooter,4.3,8,11.99,19.99,40,True,False,1724878800.0,True,Shooter,2024.0
VirtuaVerse - Soundtrack,Theta Division,Blood Music,"['Adventure', 'Point-and-click', 'Sci-fi']",Adventure,4.9,3,1.39,7.0,80,True,False,1591304400.0,True,Adventure,2020.0
Dystopika,Voids Within,"Voids Within, UNIKAT Label","['Strategy', 'Simulation', 'Sandbox']",Strategy,4.5,4,4.19,6.89,39,True,False,1718917200.0,True,Strategy,2024.0
STAR WARS™: The Force Unleashed™ II,LucasArts,Disney,"['Action', 'TPP', 'Sci-fi']",Action,3.2,51,6.89,19.5,65,True,False,1288040400.0,True,Action,2010.0
Leila,Ubik Studios,Ubik Studios,"['Adventure', 'Point-and-click', 'Puzzle']",Adventure,4.6,3,11.79,11.79,0,False,False,1743973200.0,True,Adventure,2025.0
Star Trek™: Armada II,Mad Doc Software,Activision,"['Strategy', 'Real-time', 'Sci-fi']",Strategy,4.1,349,7.49,9.99,25,True,False,1005861600.0,True,Strategy,2001.0
"Warhammer 40,000: Rogue Trader - The Shovel DLC",Owlcat Games,Owlcat Games,"['Role-playing', 'Turn-based', 'Tactical']",Role-playing,5.0,1,0.0,0.0,0,False,True,1745960400.0,True,Role-playing,2025.0
Pizza Connection 2,Software 2000,Assemble Entertainment,"['Strategy', 'Simulation', 'Managerial']",Strategy,3.4,44,0.59,5.99,90,True,False,1002574800.0,True,Strategy,2001.0
